Artist,Subgenre
The Maddox Brothers & Rose,"['bakersfield sound', 'honky tonk', 'traditional country', 'western swing']"
The Magic Crayons,"[""preschool children's music""]"
The Magician,"['belgian edm', 'house', 'nu disco', 'tropical house']"
The Magnet Men,"['breakbeat', 'nu skool breaks', 'psybreaks']"
The Magnetic Fields,"['alternative rock', 'chamber pop', 'lo-fi', 'melancholia', 'metropopolis', 'permanent wave', 'tape club']"
The Magnetics,"['euroska', 'ska revival', 'traditional ska']"
The Maharajas,"['garage rock', ""punk 'n' roll"", 'trash rock']"
The Maile Serenaders,['slack-key guitar']
The Main Ingredient,"['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']"
The Maine,"['neon pop punk', 'pop emo', 'pop punk', 'tempe indie']"
The Mamas & The Papas,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']"
The Manges,"['power-pop punk', 'ramonescore']"
The Manhattans,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul']"
The Marcels,"['doo-wop', 'rhythm and blues', 'rock-and-roll']"
The March Violets,"['deathrock', 'gothic rock']"
The Marcus King Band,"['modern blues', 'modern blues rock']"
The Marked Men,"['denton tx indie', 'garage pop', 'garage punk', 'indie punk', 'orgcore', 'texas punk']"
The Mars Volta,"['el paso indie', 'garage rock']"
The Marshall Tucker Band,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'southern rock']"
The Martian,['detroit techno']
The Martinez Brothers,"['deep disco house', 'house', 'minimal tech house', 'minimal techno']"
The Martins,"['christian a cappella', 'family gospel', 'southern gospel']"
The Marías,"['bedroom pop', 'la indie']"
The Mash,"['malaysian indie', 'malaysian punk']"
The Mashville Brigade,['traditional bluegrass']
The Masochist,"['gabba', 'happy hardcore', 'hardcore techno']"
The Matadors,['canadian rockabilly']
The Mattson 2,"['instrumental funk', 'neo-psychedelic']"
The Maureens,['modern power pop']
The Mauskovic Dance Band,"['dutch indie rock', 'latin afrobeat']"
The Maybellines,['tape club']
The Mayflies USA,"['modern power pop', 'power pop', 'underground power pop']"
The Mayries,"['acoustic cover', 'acoustic pop']"
The Maytals,"['reggae', 'rocksteady', 'ska', 'ska revival']"
The McCoys,"['bubblegum pop', 'classic garage rock', 'doo-wop', 'merseybeat', 'rock-and-roll']"
The McKameys,"['family gospel', 'southern gospel']"
The Mee Kats,"['neo-rockabilly', 'uk rockabilly']"
The Mekanism,"['deep disco house', 'french tech house']"
The Melodians,"['reggae', 'rocksteady']"
The Memories,"['indie garage rock', 'popgaze']"
The Memphis Suns,['australian rockabilly']
The Men,"['brooklyn indie', 'garage psych', 'indie punk', 'noise pop', 'noise rock']"
The Menzingers,"['alternative emo', 'emo', 'folk punk', 'heartland rock', 'indie punk', 'orgcore', 'philly indie', 'skate punk']"
The Meow Meows,"['dub punk', 'modern ska punk']"
The Mercy House,['grunge revival']
The Merry Thoughts,"['corrosion', 'dark post-punk', 'dark wave', 'ethereal wave', 'gothic rock']"
The Merrymakers,"['modern power pop', 'power pop', 'swedish indie rock', 'underground power pop']"
The Merseybeats,"['british invasion', 'merseybeat', 'rock-and-roll']"
The Meteors,"['psychobilly', 'pub rock']"
The Meters,"['funk', 'instrumental soul', 'jazz funk', 'new orleans funk', 'soul']"
The Methadones,"['chicago punk', 'orgcore', 'power-pop punk']"
The Mezcaltones,['australian rockabilly']
The Mice,"['gbvfi', 'modern power pop']"
The Michael Hall Theatre School Singers,"['nursery', ""preschool children's music""]"
The Michael Zager Band,['deep disco']
The Mighty Imperials,"['bboy', 'instrumental funk']"
The Mighty Mighty Bosstones,"['boston punk', 'boston rock', 'punk', 'ska', 'ska punk', 'skate punk']"
The Milk Carton Kids,"['indie folk', 'new americana', 'stomp and holler']"
The Minus 5,"['alternative country', 'jangle pop', 'power pop']"
The Miracles,"['classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul']"
The Mission,"['gothic rock', 'new wave', 'synthpop']"
The Model Rockets,"['modern power pop', 'underground power pop']"
The Modern Jazz Quartet,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz quartet']"
The Modern Lovers,"['alternative rock', 'boston rock', 'experimental rock', 'garage rock', 'lo-fi', 'no wave', 'noise pop']"
The Moments,"['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']"
The Monk by the Sea,['ambient guitar']
The Monkees,"['album rock', 'beatlesque', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'singer-songwriter', 'soft rock', 'sunshine pop']"
The Monkeywrench,['underground grunge']
The Monroe Brothers,"['appalachian folk', 'bluegrass', 'country gospel', 'old-time', 'traditional folk', 'western swing']"
The Monsters,"['bern indie', 'garage punk blues', 'louisville underground']"
The Monteverdi Choir,"['british choir', 'choral']"
The Montreal Children's Workshop,"[""children's music"", 'nursery']"
The Moody Blues,"['album rock', 'art rock', 'british invasion', 'classic rock', 'country rock', 'flute rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'singer-songwriter', 'soft rock', 'symphonic rock']"
The Moon Loungers,['acoustic cover']
The Mooney Suzuki,['garage rock']
The Moonglows,"['doo-wop', 'rhythm and blues']"
The Mopes,"['diy pop punk', 'power-pop punk']"
The Mops,"['japanese garage rock', 'japanese psychedelic']"
The Mothers Of Invention,"['art rock', 'experimental', 'experimental rock', 'jazz rock', 'psychedelic rock']"
The Motorleague,"['canadian rock', 'new brunswick indie']"
The Mountain Goats,"['anti-folk', 'chamber pop', 'folk punk', 'indie rock', 'lo-fi', 'melancholia', 'new weird america']"
The Movement,"['east coast reggae', 'reggae fusion', 'reggae rock']"
The Movers,['rare groove']
The Mowgli's,"['indie poptimism', 'modern alternative rock', 'modern rock', 'stomp and holler']"
The Mr. T Experience,"['orgcore', 'power-pop punk']"
The Muffs,"['alternative pop', 'power-pop punk', 'riot grrrl']"
The Muppets,"['cartoon', ""children's music""]"
The Murder City Devils,['garage punk']
The Murder of My Sweet,"['fallen angel', 'gothic metal', 'gothic symphonic metal', 'pixie', 'slayer', 'symphonic metal', 'symphonic power metal']"
The Murderburgers,"['orgcore', 'power-pop punk']"
The Murlocs,"['australian garage punk', 'neo-psychedelic']"
The Myrrors,"['drone rock', 'psych gaze', 'space rock', 'tucson indie']"
The Mystics,"['doo-wop', 'rhythm and blues']"
The Myth of the Turtle,['dinner jazz']
The Naked And Famous,"['auckland indie', 'indietronica', 'kiwi rock', 'metropopolis']"
The Nashville Bluegrass Band,"['banjo', 'bluegrass', 'instrumental bluegrass']"
The Nashville Grass,['traditional bluegrass']
The Nashville Superpickers,['instrumental bluegrass']
The Nasty Boyz,['classic hardstyle']
The National,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']"
The National Parks,"['folk-pop', 'stomp and holler', 'utah indie']"
The Native,['ambient folk']
The Navigators,['nl folk']
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']"
The Nelons,"['family gospel', 'southern gospel']"
The Nerves,"['jangle pop', 'power pop', 'punk blues']"
The Neville Brothers,"['louisiana blues', 'new orleans blues', 'new orleans funk']"
The New Basement Tapes,"['indie folk', 'new americana', 'roots rock', 'stomp and holler']"
The New Birth,"['classic soul', 'disco', 'funk', 'motown', 'p funk', 'post-disco', 'quiet storm', 'soul', 'southern soul']"
The New Hinsons,"['family gospel', 'southern gospel']"
The New Life Community Choir,"['gospel', 'praise']"
The New Mastersounds,"['bboy', 'brit funk', 'hammond organ', 'instrumental funk']"
The New Pornographers,"['canadian indie', 'chamber pop', 'indie rock', 'modern power pop', 'vancouver indie']"
The New Roses,"['alternative roots rock', 'german hard rock', 'modern hard rock', 'nwocr']"
The New Seekers,"['bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']"
The New Symphony Orchestra Of London,['british orchestra']
The New Trocaderos,['modern power pop']
The Nextmen,['british soul']
The Night Flight Orchestra,"['modern hard rock', 'swedish hard rock', 'swedish melodic rock']"
The Nines,"['modern power pop', 'underground power pop']"
The Nixons,['post-grunge']
The No Ones,['modern power pop']
The Nolt Family,['family gospel']
The Nomads,"[""punk 'n' roll"", 'swedish garage rock']"
The Non Violinist Project,['indian indie']
The North Sea Trio,['background jazz']
The Northern,"['djent', 'metalcore']"
The Notorious B.I.G.,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
The Number Ones,['modern power pop']
The Number Twelve Looks Like You,"['american metalcore', 'mathcore', 'nintendocore', 'sasscore', 'screamo']"
The Nursery Rhymes Superstar,"[""children's music"", 'nursery']"
The Nymphs,"['grunge', 'underground grunge']"
The O'Jays,"['classic soul', 'disco', 'funk', 'philly soul', 'quiet storm', 'soul']"
The O'Reillys and the Paddyhats,"['celtic punk', 'folk punk']"
The O.C. Supertones,"['christian alternative rock', 'christian punk']"
The Oak Ridge Boys,"['classic country pop', 'country', 'country road', 'country rock']"
The Obsessives,"['alternative emo', 'bubblegrunge', 'dc indie', 'emo', 'midwest emo']"
The Ocean Blue,"['deep new wave', 'jangle pop']"
The Ocean Waves Sounds,['environmental']
The Octonauts,"[""preschool children's music""]"
"The Odd Man Who Sings About Poop, Puke and Pee",['comedy rock']
The Offenders,"['euroska', 'german ska']"
The Offspring,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']"
The Oh Hellos,"['folk-pop', 'pov: indie', 'san marcos tx indie', 'stomp and holler']"
The Okee Dokee Brothers,"['banjo', ""children's folk"", 'kindie rock']"
The Old Paths,['southern gospel']
The Oldians,"['ska jazz', 'traditional ska']"
The Olympians,['instrumental funk']
The On and Ons,['modern power pop']
The Ongoing Concept,"['christian hardcore', 'progressive post-hardcore']"
The Only Ones,"['mod revival', 'protopunk', 'pub rock', 'uk post-punk']"
The Open Mind,"['acid rock', 'classic garage rock', 'classic psychedelic rock', 'freakbeat', 'psychedelic blues-rock']"
The Orange Humble Band,"['modern power pop', 'power pop', 'underground power pop']"
The Orb,"['ambient house', 'electronica', 'intelligent dance music', 'trip hop']"
The Orchids,"['c86', 'tape club', 'twee pop']"
The Orielles,"['bubblegrunge', 'chamber psych', 'crank wave', 'english indie rock', 'west yorkshire indie']"
The Original Cast of Zeppelin (Das Musical),['german show tunes']
The Original Coon-Sanders Nighthawk Orchestra,"['british dance band', 'vintage jazz']"
The Orioles,"['rhythm and blues', 'vocal harmony group']"
The Orion Experience,"['pov: indie', 'stomp pop']"
The Orlons,"['classic girl group', 'doo-wop', 'rhythm and blues']"
The Orphan Brigade,['gothic americana']
The Orphan The Poet,"['dayton indie', 'progressive post-hardcore']"
The Orphans,"['crack rock steady', 'folk punk']"
The Orwells,"['indie garage rock', 'indie psych-pop']"
The Osborne Brothers,"['banjo', 'bluegrass', 'bluegrass gospel']"
The Osborne Brothers and Red Allen,['traditional bluegrass']
The Other People Place,"['detroit techno', 'intelligent dance music', 'techno']"
The Others,"['classic dubstep', 'filthstep']"
The Otherz,"['brazilian edm', 'brazilian house']"
The Outfield,"['album rock', 'power pop']"
The Outside Agency,"['darkstep', 'dutch dnb', 'gabba', 'hardcore techno', 'industrial hardcore', 'uptempo hardcore']"
The Pack a.d.,"['canadian garage rock', 'garage rock', 'garage rock revival', 'modern blues rock', 'vancouver indie']"
The Palace Singers,"[""children's music"", 'nursery']"
The Panthers,['swedish rock-and-roll']
The Pantookas,['underground power pop']
The Paper Kites,"['acoustic pop', 'australian indie folk', 'indie folk', 'stomp and holler']"
The Paragons,"['reggae', 'rocksteady']"
The Paranormal Song Warrior,['comedy rock']
The Parlor Mob,"['asbury park indie', 'modern blues rock']"
The Pastels,"['c86', 'scottish indie', 'scottish new wave', 'scottish rock', 'tape club', 'twee pop']"
The Paul Butterfield Blues Band,"['blues', 'blues rock', 'chicago blues', 'country rock', 'electric blues', 'harmonica blues', 'southern rock', 'traditional blues']"
The Paul Winter Sextet,['samba-jazz']
The Peachskins,['malaysian indie']
The Peanut Butter Conspiracy,"['classic garage rock', 'freakbeat', 'psychedelic rock']"
The Peasall Sisters,"['bluegrass gospel', 'country gospel']"
The Peddlers,['jazz rock']
The Peepshows,"['orebro indie', ""punk 'n' roll"", 'swedish garage rock', 'swedish hard rock']"
The Pendeltones,['swedish rockabilly']
The Penguins,"['doo-wop', 'rock-and-roll']"
The Perrys,"['family gospel', 'southern gospel']"
The Persian Leaps,['modern power pop']
The Pesos,['indie garage rock']
The Phantoms,"['bossbeat', 'modern alternative rock', 'modern hard rock', 'rebel blues']"
The Pharcyde,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'west coast rap']"
The Phenomenal Handclap Band,['nu disco']
The Piccadilly Players,"['british dance band', 'vintage jazz']"
The Picturebooks,"['garage rock revival', 'modern blues rock']"
The Pie Country Band,['brazilian rockabilly']
The Pietasters,"['ska', 'ska punk']"
The Pig Family,"['cartoon', ""children's music"", 'nursery']"
The Pigeon Detectives,"['british indie rock', 'britpop', 'leeds indie']"
The Pine Box Boys,"['deathgrass', 'gothic americana', 'western americana']"
The Pink Fairies,"['british blues', 'proto-metal', 'protopunk', 'psychedelic blues-rock']"
The Pinstripes,"['deep psychobilly', 'traditional ska']"
The Pioneers,"['early reggae', 'reggae', 'rocksteady', 'ska', 'ska revival']"
The Pitcher,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']"
The Planet Rockers,['neo-rockabilly']
The Planet Smashers,"['canadian punk', 'modern ska punk', 'quebec punk', 'ska', 'ska punk']"
The Platters,"['adult standards', 'easy listening', 'rock-and-roll', 'rockabilly']"
The Playtime Allstars,"[""children's music"", 'nursery']"
The Playtones,"['dansband', 'swedish rockabilly']"
The Pleasure Fuckers,"[""punk 'n' roll"", 'trash rock']"
The Plimsouls,"['jangle pop', 'power pop', 'underground power pop']"
The Plot In You,['metalcore']
The Po' Ramblin' Boys,"['bluegrass', 'neo-traditional bluegrass']"
The Poets Of Rhythm,"['afrobeat', 'bboy']"
The Pogues,"['celtic punk', 'celtic rock', 'folk punk', 'punk']"
The Pointer Sisters,"['disco', 'girl group', 'hi-nrg', 'motown', 'new wave pop', 'soft rock']"
The Polecats,"['psychobilly', 'rockabilly', 'uk rockabilly']"
The Poles,"['k-indie', 'korean dream pop', 'korean indie rock']"
The Police,"['album rock', 'classic rock', 'permanent wave', 'rock']"
The Polish Ambassador,"['electropop', 'glitch hop']"
The Polyversal Souls,['afrobeat fusion']
The Poodles,"['sleaze rock', 'swedish hard rock', 'swedish melodic rock']"
The Pop Group,"['experimental', 'experimental rock', 'post-punk', 'uk post-punk']"
The Popdogs,['modern power pop']
The Popguns,"['c86', 'tape club']"
The Poppees,"['beatlesque', 'underground power pop']"
The Poppy Family,"['canadian psychedelic', 'classic canadian rock', 'psychedelic folk']"
The Popsters,['deep power-pop punk']
The Porkers,"['australian ska', 'modern ska punk']"
The Porters,"['celtic punk', 'celtic rock']"
The Posies,"['jangle pop', 'power pop', 'underground power pop']"
The Postal Service,"['chamber pop', 'indie rock', 'indietronica', 'seattle indie']"
The Prague Symphonia,['operatic pop']
The Presidents Of The United States Of America,"['alternative rock', 'grunge', 'pop rock']"
The Prestonwood Choir,['baptist gospel']
The Pretty Littles,['australian garage punk']
The Pretty Reckless,"['alternative metal', 'candy pop']"
The Pretty Things,"['british blues', 'british invasion', 'protopunk', 'psychedelic rock']"
The Priests,['operatic pop']
The Primary 5,"['modern power pop', 'scottish rock', 'underground power pop']"
The Primitive Quartet,['southern gospel']
The Proclaimers,"['celtic rock', 'scottish rock']"
The Prodigy,"['big beat', 'breakbeat', 'dance rock', 'hardcore techno', 'rave']"
The Promise Ring,"['emo', 'emo punk', 'midwest emo', 'milwaukee indie']"
The PropheC,"['desi hip hop', 'desi pop', 'punjabi pop']"
The Prophet,"['classic hardstyle', 'euphoric hardstyle']"
The Prosecution,['german ska']
The Protest,"['christian hard rock', 'christian rock']"
The Prototypes,"['drum and bass', 'jump up']"
The Prozacs,"['deep power-pop punk', 'power-pop punk']"
The Psychedelic Furs,"['new romantic', 'new wave', 'new wave pop', 'post-punk']"
The Psycho Nubs,['deep power-pop punk']
The Purdins,['underground grunge']
The Pussycat Dolls,"['dance pop', 'girl group', 'pop']"
The Qemists,"['drum and bass', 'future rock']"
The Quantic Soul Orchestra,"['bboy', 'instrumental soul', 'trip hop']"
The Queers,"['boston rock', 'hardcore punk', 'power-pop punk', 'punk', 'ramonescore', 'ska']"
The Quokkas,"[""australian children's music""]"
The R3bels,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']"
The R3belz,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']"
The Raconteurs,"['alternative rock', 'garage rock', 'garage rock revival', 'indie rock', 'modern blues rock', 'modern rock', 'rock', 'supergroup']"
The Rah Band,['brit funk']
The Railsplitters,['neo-traditional bluegrass']
The Rain Library,['environmental']
The Raincoats,"['art punk', 'experimental rock', 'lo-fi', 'post-punk', 'riot grrrl', 'uk post-punk']"
The Rakes,"['british indie rock', 'dance-punk', 'new rave']"
The Rallies,['modern power pop']
The Rambos,"['family gospel', 'southern gospel']"
The Randies,['power-pop punk']
The Rankin Family,"['canadian celtic', 'canadian country', 'cape breton folk']"
The Rapture,"['alternative dance', 'dance-punk', 'electrofox', 'electronica', 'indie rock', 'neo-synthpop', 'new rave']"
The Rara,"['dancehall', 'uk dancehall']"
The Rare Occasions,['la indie']
The Rasmus,"['finnish alternative rock', 'funk metal']"
The Rationals,"['classic garage rock', 'deep classic garage rock']"
The Raven Age,"['gymcore', 'melodic groove metal', 'uk metalcore']"
The Raveonettes,"['dance-punk', 'danish alternative rock', 'danish rock', 'garage rock', 'modern dream pop']"
The RayCats,['german rockabilly']
The Razorbacks,"['canadian rockabilly', 'deep psychobilly', 'neo-rockabilly']"
The Ready Set,"['neon pop punk', 'pixie', 'pop emo', 'pop punk']"
The Real Gone Tones,['neo-rockabilly']
The Real McKenzies,"['canadian celtic', 'canadian punk', 'celtic punk', 'celtic rock', 'vancouver punk']"
The Real Thing,"['brit funk', 'disco']"
The Receptionists,['tape club']
The Record Company,"['la indie', 'modern blues rock']"
The Records,"['jangle pop', 'power pop', 'underground power pop']"
The Red Army Choir,"['musique militaire', 'russian folk']"
The Red Button,"['modern power pop', 'power pop', 'underground power pop']"
The Red Chord,"['boston metal', 'deathcore', 'deathgrind', 'grindcore', 'mathcore', 'melodic metalcore', 'technical deathcore']"
The Red Jumpsuit Apparatus,"['alternative metal', 'neon pop punk', 'pop punk', 'post-grunge', 'screamo']"
The Red Pears,['indie garage rock']
"The Reds, Pinks and Purples",['modern jangle pop']
The Reflectors,"['modern power pop', 'underground power pop']"
The Regents,"['doo-wop', 'rhythm and blues']"
The Regrettes,"['indie pop', 'la indie', 'pov: indie']"
The Reklaws,"['canadian contemporary country', 'canadian country']"
The Relaxing Sounds of Swedish Nature,['environmental']
The Remains,"['classic garage rock', 'freakbeat']"
The Replacements,"['alternative rock', 'permanent wave', 'power pop', 'punk', 'singer-songwriter']"
The Rescues,['deep acoustic pop']
The Restarts,"['anarcho-punk', 'crack rock steady', 'crust punk', 'oi', 'street punk']"
The Retrobaits,"['neo-rockabilly', 'uk rockabilly']"
The Returnables,['power-pop punk']
The Reverend Peyton's Big Damn Band,"['deathgrass', 'indiana indie', 'roots rock']"
The Revivalists,['modern alternative rock']
The Revolutionaries,"['dub', 'dub product', 'reggae', 'roots reggae']"
The Rhythm Shakers,['neo-rockabilly']
The Rice Brothers,"['bluegrass', 'progressive bluegrass']"
The Riff Randells,"['power-pop punk', 'vancouver punk']"
The Righteous Brothers,"['adult standards', 'brill building pop', 'folk rock', 'rock-and-roll', 'rockabilly']"
The Rigs,"['la pop', 'rebel blues']"
The Ring-a-Tangs,"[""preschool children's music""]"
The Ringlets Trio,"['german rockabilly', 'neo-rockabilly']"
The Rip Em Ups,['neo-rockabilly']
The Riptides,"['canadian punk', 'power-pop punk', 'ramonescore']"
The Ritchie Family,"['disco', 'philly soul', 'post-disco']"
The Ritual Aura,"['australian death metal', 'technical brutal death metal', 'technical death metal']"
The Rivieras,"['classic garage rock', 'surf music']"
The Road Hammers,"['canadian contemporary country', 'canadian country', 'country road']"
The Roaring Cadillacs,['swedish rockabilly']
The Robert Cray Band,"['blues', 'blues rock', 'british blues', 'country rock', 'electric blues', 'modern blues', 'southern rock']"
The Robins,"['doo-wop', 'rhythm and blues']"
The Rock-A-Tunes,['canadian rockabilly']
The Rockabilly Rebels,['neo-rockabilly']
The Rockats,"['deep psychobilly', 'neo-rockabilly']"
The Rocket Summer,"['fort worth indie', 'neon pop punk', 'piano rock', 'pop punk']"
The Rockfords,['grunge']
The Rockin' Bandits,"['neo-rockabilly', 'swedish rockabilly']"
The Rockin' Highliners,['canadian rockabilly']
The Rogue Element,"['breakbeat', 'nu skool breaks', 'psybreaks']"
The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']"
The Romantics,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'soft rock', 'synthpop']"
The Ronettes,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']"
The Rooks,['underground power pop']
The Roots,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'philly rap', 'political hip hop']"
The Rose,"['k-pop', 'k-pop boy group']"
The Rotted,"['british grindcore', 'deathgrind']"
The Round Up Boys,"['german rockabilly', 'neo-rockabilly']"
The Rowdymen,['canadian rockabilly']
The Royal,"['metalcore', 'nu-metalcore']"
The Royal Foundry,"['edmonton indie', 'indiecoustica']"
The Rubber Knife Gang,['neo-traditional bluegrass']
The Rubinoos,"['power pop', 'underground power pop']"
The Rubs,['modern power pop']
The Ruins Of Beverast,"['atmospheric black metal', 'atmospheric doom', 'autonomous black metal', 'black metal', 'canadian black metal', 'drone metal', 'german black metal', 'post-black metal', 'voidgaze']"
The Rulers,"['jamaican ska', 'rocksteady']"
The Ruminaters,['australian garage punk']
The Rumjacks,['celtic punk']
The Runaways,"['early us punk', 'protopunk', 'riot grrrl']"
The Ruppes,"['family gospel', 'southern gospel']"
The Ruts,"['deep punk rock', 'dub punk', 'mod revival', 'pub rock', 'uk post-punk']"
The S.O.S Band,"['disco', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
The Sabres Of Paradise,"['big beat', 'intelligent dance music', 'trip hop']"
The Sadies,"['alternative country', 'canadian singer-songwriter']"
The Saints,['hardstyle']
The Salsoul Orchestra,"['disco', 'philly soul', 'post-disco']"
The Same Old Shoes,"['italian rockabilly', 'neo-rockabilly']"
The Savage Resurrection,"['classic garage rock', 'classic psychedelic rock', 'freakbeat', 'psychedelic blues-rock', 'psychedelic rock']"
The Savoy Havana Band,"['british dance band', 'vintage jazz']"
The Savoy Hotel Orpheans,['british dance band']
The Savoy Orpheans,"['british dance band', 'vintage jazz']"
The Saxophones,"['ambient folk', 'oakland indie']"
The Scaffold,"['classic uk pop', 'comedy rock', 'merseybeat']"
The Scarlet Scallywags,"['celtic punk', 'celtic rock']"
The Scene Aesthetic,"['alternative pop rock', 'neon pop punk']"
The School,"['tape club', 'twee pop']"
The Schwartz Family,['family gospel']
The Score,"['modern alternative rock', 'pov: indie']"
The Scorpions,"['arab groove', 'sudanese pop']"
The Scorpios,['arab groove']
The Scotchman,"['deep hardcore', 'happy hardcore']"
The Script,"['celtic rock', 'pop']"
The Scruffs,['underground power pop']
The Scutches,"['deep power-pop punk', 'power-pop punk']"
The Seafoams,['grunge revival']
The Seance,['modern goth']
The Searchers,"['british invasion', 'rock-and-roll']"
The Seatsniffers,['neo-rockabilly']
The Secret,"['blackened crust', 'chaotic hardcore', 'drone metal', 'italian hardcore', 'neo-crust']"
The Secret Panda,['reggaeton flow']
The Secret Sisters,"['folk', 'indie folk', 'new americana']"
The Seeds,"['classic garage rock', 'protopunk']"
The Seekers,['british invasion']
The Seldom Scene,"['banjo', 'bluegrass', 'bluegrass gospel', 'mandolin', 'progressive bluegrass']"
The Selecter,"['ska', 'ska revival']"
The Senseless,['technical grindcore']
The Serenad3,['operatic pop']
The Sesame Street Kids,"[""children's music""]"
The Sewergrooves,"[""punk 'n' roll"", 'swedish garage rock']"
The Shadows,"['british invasion', 'rock-and-roll']"
The Shadows Of Knight,"['classic garage rock', 'protopunk']"
The Shaken Bakers,['acoustic cover']
The Shamen,"['acid house', 'big beat', 'britpop', 'dance rock', 'hardcore techno', 'hip house']"
The Shamrocks,['swedish rock-and-roll']
The Shangri-Las,"['brill building pop', 'classic girl group', 'rock-and-roll']"
The Shaolin Afronauts,"['afrobeat', 'bboy', 'ethio-jazz']"
The Shapeshifters,"['disco house', 'diva house', 'vocal house']"
The Shapiros,['tape club']
The Sharksons,"[""preschool children's music""]"
The Shazam,"['modern power pop', 'power pop', 'underground power pop']"
The Sheepdogs,"['canadian indie', 'canadian rock', 'electric blues', 'modern blues rock']"
The Shelters,"['garage rock revival', 'modern alternative rock']"
The Shermans,['tape club']
The Shins,"['albuquerque indie', 'alternative rock', 'canadian indie', 'chamber pop', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'seattle indie', 'stomp and holler']"
The Shirelles,"['adult standards', 'classic girl group', 'doo-wop', 'motown', 'rock-and-roll', 'soul']"
The Shires,"['british country', 'uk americana']"
The Shivvers,"['deep punk rock', 'mod revival', 'modern power pop', 'power pop', 'underground power pop']"
The Shouting Matches,"['eau claire indie', 'modern blues rock']"
The Show Ponies,"['folk-pop', 'neo-traditional bluegrass']"
The Showdown,"['christian hardcore', 'christian metal', 'christian rock', 'southern metal']"
The Shroud,"['corrosion', 'dark wave', 'ethereal wave', 'gothic rock']"
The Siege,"['desi hip hop', 'hindi hip hop', 'indian underground rap']"
The Sign of the Southern Cross,"['groove metal', 'north carolina metal', 'southern metal']"
The Silent Boys,['tape club']
The Silhouettes,"['doo-wop', 'rhythm and blues']"
The Silver Bullets,['finnish rockabilly']
The Silverblack,['industrial metal']
The Silvertones,"['dub', 'jamaican ska', 'rocksteady']"
The Singing Animal Lover,['comedy rock']
The Singing Kettle,"[""british children's music""]"
The Singing Walrus,"[""children's music"", ""preschool children's music""]"
The Sins Of Thy Beloved,"['gothic metal', 'gothic symphonic metal', 'norwegian doom metal', 'norwegian metal', 'symphonic metal']"
The Sixteen,"['british choir', 'choral', 'classical performance', 'early music choir', 'polyphony']"
The Skatalites,"['jamaican ska', 'reggae', 'ska', 'ska jazz', 'ska revival']"
The Skints,"['dub punk', 'modern reggae', 'reggae fusion', 'ska', 'uk reggae']"
The Skip Rats,"['neo-rockabilly', 'uk rockabilly']"
The Skirts,['power-pop punk']
The Sklar Brothers,"['comedy', 'deep comedy']"
The Slackers,"['ska', 'ska punk', 'ska revival']"
The Slapbacks,"['deep psychobilly', 'neo-rockabilly']"
The Slaps,['indie garage rock']
The Sleep Helpers,"['environmental', 'water']"
The Sleep Specialist,['rain']
The Sleepstones,['swedish rock-and-roll']
The Slippers,['finnish rockabilly']
The Slits,"['experimental rock', 'no wave', 'post-punk', 'punk', 'riot grrrl', 'uk post-punk']"
The Small Glories,"['canadian americana', 'canadian folk', 'canadian singer-songwriter', 'manitoba indie']"
The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']"
The Smile Away Reformatory Glee Club,['glee club']
The Smith Street Band,"['aussie emo', 'australian garage punk', 'australian indie']"
The Smithereens,"['beatlesque', 'jangle pop', 'new jersey indie', 'new wave', 'power pop']"
